"date","name","amount","status","category","parent category","excluded","tags","type","account","account mask","note","recurring"
"2025-02-07","Dd-doordashnaankabob",17.3,"posted","Travel & Vacation","Wants",false,"New Zealand 25","regular","Sapphire Reserve","8119",,""
"2025-02-07","Zelle Payment To Dini Addiati",585,"posted","Other","Wants",false,"New Zealand 25","regular","Total Checking","5670",,""
"2025-02-07","Automatic Payment - Thank",-778.88,"posted","",,true,,"internal transfer","Prime Visa","0187",,""
"2025-02-07","Amex Fine Hotels Andamextravel.com",320.03,"posted","Travel & Vacation","Wants",false,"New Zealand 25","regular","Platinum Card®","1008",,""
"2025-02-06","Ic* Instacart",37.69,"posted","Groceries","Needs",false,,"regular","Chase Unlimited","9835",,""
"2025-02-06","Nzeta",133.5,"posted","Travel & Vacation","Wants",false,"New Zealand 25","regular","Sapphire Reserve","8119",,""
"2025-02-06","Paradise Biryani - F",46.27,"posted","Restaurants","Wants",false,,"regular","Sapphire Reserve","8119",,""
"2025-02-06","Paris Baguette - Fre",55.52,"posted","Restaurants","Wants",false,,"regular","Sapphire Reserve","8119",,""
"2025-02-06","Amazon Mktpl*ql2kk0er3",33.2,"posted","Shops","Wants",false,,"regular","Prime Visa","0187",,""
"2025-02-06","Costco",143.99,"posted","Groceries","Needs",false,,"regular","Costco Anywhere Visa® Card by Citi","7178",,""
"2025-02-05","Highland Hospital",17.27,"posted","Restaurants","Wants",false,,"regular","Sapphire Reserve","8119",,""
"2025-02-05","Thank you! to Thanh Vo",60,"posted","Personal Care","Needs",false,,"regular","Anchita-Venkatesh",,,""
"2025-02-05","Nails to Trang Vo",128,"posted","Personal Care","Needs",false,,"regular","Anchita-Venkatesh",,,""
"2025-02-04","Kindercare",598.5,"posted","Day Care and Preschools","Fixed Costs",false,,"regular","Chase Unlimited","9835",,"Kindercare"
"2025-02-04","Crossover Health",15,"posted","Healthcare","Needs",false,,"regular","Chase Unlimited","9835",,""
"2025-02-04","Kaiser Pharm",35.3,"posted","Healthcare","Needs",false,,"regular","Chase Unlimited","9835",,""
"2025-02-04","Dd *doordash Burmasupe",277.75,"posted","Work Expenses",,true,,"regular","Sapphire Reserve","8119",,""
"2025-02-04","Zelle Payment From Leonardo Dezordi De Jesus",-20,"posted","",,true,,"internal transfer","Total Checking","5670",,""
"2025-02-04","Zelle Payment From Nade Bozhinova Wfct0yhjqzdg",-36,"posted","",,true,,"internal transfer","Total Checking","5670",,""
"2025-02-04","Wire Transfer To Bank (cash)",19000,"posted","",,true,"Bathroom Remodel 25","regular","Cash Management (Joint Tenants in Common)","3880","Remodel",""
"2025-02-04","Direct Debit Solar Integrat(cash)",40.62,"posted","Utilities","Needs",false,,"regular","Cash Management (Joint Tenants in Common)","3880",,""
"2025-02-03","Fee Reversal",-25,"posted","Other","Wants",false,,"regular","Total Checking","5670",,""
"2025-02-03","Amazon Mktpl*z743h9gx0",116.29,"posted","Shops","Wants",false,,"regular","Prime Visa","0187",,""
"2025-02-03","Direct Debit Scholarshare Acontrib (cash)",1000,"posted","529","Investments",true,,"regular","Cash Management (Joint Tenants in Common)","3880",,"Ca Dir Ach Contrib"
"2025-02-03","Direct Debit Central Loan Aloan Paymt (cash)",7588.72,"posted","Home","Fixed Costs",false,,"regular","Cash Management (Joint Tenants in Common)","3880",,"Central Loan Adm Loan Paymt"
"2025-02-02","Sp Bombas",112.8,"posted","Clothing","Wants",false,,"regular","Chase Unlimited","9835",,""
"2025-02-02","Safeway",49.49,"posted","Groceries","Needs",false,,"regular","Chase Unlimited","9835",,""
"2025-02-02","Spotify",11.99,"posted","Subscriptions","Needs",false,,"regular","Chase Unlimited","9835",,"Spotify"
"2025-02-02","Bharat Bazar Union City",19.69,"posted","Groceries","Needs",false,,"regular","Chase Unlimited","9835",,""
"2025-02-02","Amazon Mktpl*nz9yi9ij3",12.4,"posted","Shops","Wants",false,,"regular","Prime Visa","0187",,""
"2025-02-01","Shalimar",2.29,"posted","Groceries","Needs",false,,"regular","Chase Unlimited","9835",,""
"2025-02-01","Hotel At Booking.com",-822.87,"posted","Travel & Vacation","Wants",false,"New Zealand 25","regular","Sapphire Reserve","8119",,""
"2025-02-01","Amazon Mktpl*zc2sv76z1",208.18,"posted","Shops","Wants",false,,"regular","Prime Visa","0187",,""
"2025-02-01","Amazon Mktplace",-13.43,"posted","Shops","Wants",false,,"regular","Prime Visa","0187",,""
"2025-02-01","Amazon.com",-16.6,"posted","Shops","Wants",false,,"regular","Prime Visa","0187",,""
"2025-02-01","Amazon Mktplace",-59.79,"posted","Shops","Wants",false,,"regular","Prime Visa","0187",,""
"2025-02-01","Costco",130,"posted","Groceries","Needs",false,,"regular","Costco Anywhere Visa® Card by Citi","7178",,""
"2025-01-31","Old Navy",93.05,"posted","Clothing","Wants",false,,"regular","Chase Unlimited","9835",,""
"2025-01-31","Bright Horizons Backup",54,"posted","Day Care and Preschools","Fixed Costs",false,,"regular","Chase Unlimited","9835",,""
"2025-01-31","Anantara",80.8,"posted","Restaurants","Wants",false,,"regular","Sapphire Reserve","8119",,""
"2025-01-31","Monthly Service Fee",25,"posted","Other","Wants",false,,"regular","Total Checking","5670",,""
"2025-01-31","Interest Payment",-0.06,"posted","",,true,,"income","Total Checking","5670",,""
"2025-01-31","Amazon Mktpl*z74gv5i82",100.27,"posted","Shops","Wants",false,,"regular","Prime Visa","0187",,""
"2025-01-31","Amazon.com*zc6m12yj0",19.41,"posted","Shops","Wants",false,,"regular","Prime Visa","0187",,""
"2025-01-31","Amazon Mktpl*zc8t70wd0",39.97,"posted","Shops","Wants",false,,"regular","Prime Visa","0187",,""
"2025-01-31","Dividend",-0.24,"posted","",,true,,"regular","Regular Checking","5918",,""
"2025-01-31","Interest Paid",-255.18,"posted","",,true,,"income","Online Savings","9721",,""
"2025-01-31","Tesla Insurance Servfremont",243.74,"posted","Car","Fixed Costs",false,,"regular","Platinum Card®","1008",,"Tesla Insurance Services"
"2025-01-30","Macys Newpark",142.04,"posted","Clothing","Wants",false,,"regular","Chase Unlimited","9835",,""
"2025-01-30","Fastrak Csc",75,"posted","Car","Fixed Costs",false,,"regular","Chase Unlimited","9835",,""
"2025-01-30","Macys Newpark",163.61,"posted","Clothing","Wants",false,,"regular","Chase Unlimited","9835",,""
"2025-01-30","In-n-out Union City",12.9,"posted","Restaurants","Wants",false,,"regular","Sapphire Reserve","8119",,""
"2025-01-30","External Deposit: Meta - Direct Dep",-426,"posted","",,true,,"income","Regular Checking","5918",,""
"2025-01-30","Direct Deposit Alameda Healpr Payment (cash)",-5752.33,"posted","",,true,,"income","Cash Management (Joint Tenants in Common)","3880",,""
"2025-01-30","Direct Deposit Meta Direct Dep (cash)",-3043.13,"posted","",,true,,"income","Cash Management (Joint Tenants in Common)","3880",,""
"2025-01-30","Direct Deposit Alameda Healpr Payment (cash)",-5235.52,"posted","",,true,,"income","Cash Management (Joint Tenants in Common)","3880",,""
"2025-01-29","Bright Horizons Backup",54,"posted","Day Care and Preschools","Fixed Costs",false,,"regular","Chase Unlimited","9835",,""
"2025-01-29","Netce",48.6,"posted","Dental Expenses","Fixed Costs",false,,"regular","Chase Unlimited","9835",,""
"2025-01-29","Shc Hoover Parking",1,"posted","Restaurants","Wants",false,,"regular","Sapphire Reserve","8119",,""
"2025-01-29","Walmart",-14.34,"posted","Shops","Wants",false,,"regular","Platinum Card®","1008",,""
"2025-01-28","Kindercare",598.5,"posted","Day Care and Preschools","Fixed Costs",false,,"regular","Chase Unlimited","9835",,"Kindercare"
"2025-01-28","Trader Joe's",61.96,"posted","Groceries","Needs",false,,"regular","Chase Unlimited","9835",,""
"2025-01-28","Highland Hospital",13.41,"posted","Restaurants","Wants",false,,"regular","Sapphire Reserve","8119",,""
"2025-01-28","Chaat Bhavan Fremont",80.71,"posted","Restaurants","Wants",false,,"regular","Sapphire Reserve","8119",,""
"2025-01-28","Direct Debit Chase Credit Cautopay (cash)",5751.27,"posted","",,true,,"internal transfer","Cash Management (Joint Tenants in Common)","3880",,""
"2025-01-28","Shop Saks With Platinum Credit",-50,"posted","Clothing","Wants",false,,"regular","Platinum Card®","1008",,""
"2025-01-28","Comcast",122,"posted","Utilities","Needs",false,,"regular","Platinum Card®","1008",,"Comcast"
"2025-01-28","Walmart",14.34,"posted","Shops","Wants",false,,"regular","Platinum Card®","1008",,""
"2025-01-27","Facebook Fitness Cente",816,"posted","Fitness","Wants",false,,"regular","Chase Unlimited","9835",,""
"2025-01-27","Captured By Bie",57.26,"posted","Travel & Vacation","Wants",false,"New Zealand 25","regular","Sapphire Reserve","8119",,""
"2025-01-27","Highland Hospital",9.11,"posted","Restaurants","Wants",false,,"regular","Sapphire Reserve","8119",,""
"2025-01-27","Amazon Mktpl*z70sh1zf2",116.29,"posted","Shops","Wants",false,,"regular","Prime Visa","0187",,""
"2025-01-27","Amazon.com*zc1mo8jl0",80,"posted","Shops","Wants",false,,"regular","Prime Visa","0187",,""
"2025-01-27","Direct Debit Chase Credit Cautopay (cash)",5723.54,"posted","",,true,,"internal transfer","Cash Management (Joint Tenants in Common)","3880",,""
"2025-01-26","Automatic Payment - Thank",-5751.27,"posted","",,true,,"internal transfer","Chase Unlimited","9835",,""
"2025-01-26","Bites* Idly Express",50.43,"posted","Restaurants","Wants",false,,"regular","Sapphire Reserve","8119",,""
"2025-01-26","Honest Kitchen - Fre",65.68,"posted","Restaurants","Wants",false,,"regular","Sapphire Reserve","8119",,""
"2025-01-26","Kindle Svcs*zg1dy5mo1",7.44,"posted","Entertainment","Wants",false,,"regular","Prime Visa","0187",,""
"2025-01-26","Platinum Hotel Credit",-200,"posted","Travel & Vacation","Wants",false,"New Zealand 25","regular","Platinum Card®","1008",,""
"2025-01-25","Willow Tv",79.99,"posted","Subscriptions","Needs",false,,"regular","Chase Unlimited","9835",,""
"2025-01-25","La Fiesta Restaurant",129.26,"posted","Restaurants","Wants",false,,"regular","Sapphire Reserve","8119",,""
"2025-01-25","Costco",80.85,"posted","Groceries","Needs",false,,"regular","Costco Anywhere Visa® Card by Citi","7178",,""
"2025-01-25","Aplpay Saksfifthavenhttps:--www.saksfiftmd",371.05,"posted","Clothing","Wants",false,,"regular","Platinum Card®","1008",,""
"2025-01-24","Air Nz Online",456.08,"posted","Travel & Vacation","Wants",false,"New Zealand 25","regular","Sapphire Reserve","8119",,""
"2025-01-24","Automatic Payment - Thank",-5723.54,"posted","",,true,,"internal transfer","Sapphire Reserve","8119",,""
"2025-01-24","Air Nz Online",675.67,"posted","Travel & Vacation","Wants",false,"New Zealand 25","regular","Sapphire Reserve","8119",,""
"2025-01-24","Costco",147.87,"posted","Groceries","Needs",false,,"regular","Costco Anywhere Visa® Card by Citi","7178",,""
"2025-01-24","Amex Fine Hotels Andamextravel.com",294.42,"posted","Travel & Vacation","Wants",false,"New Zealand 25","regular","Platinum Card®","1008",,""
"2025-01-24","Amextravel.com",682.44,"posted","Travel & Vacation","Wants",false,"New Zealand 25","regular","Platinum Card®","1008",,""
"2025-01-24","Amextravel.com",776.61,"posted","Travel & Vacation","Wants",false,"New Zealand 25","regular","Platinum Card®","1008",,""
"2025-01-23","Pamf 4050 Dublin Blvd Mf",20,"posted","Healthcare","Needs",false,,"regular","Chase Unlimited","9835",,""
"2025-01-23","Highland Hospital",13.35,"posted","Restaurants","Wants",false,,"regular","Sapphire Reserve","8119",,""
"2025-01-23","Amazon.com*zg8bm",200,"posted","Shops","Wants",false,,"regular","Prime Visa","0187",,""
"2025-01-23","Wire Transfer To Bank (cash)",6000,"posted","",,true,"Bathroom Remodel 25","regular","Cash Management (Joint Tenants in Common)","3880",,""
"2025-01-23","Costco Gas",53.29,"posted","Car","Fixed Costs",false,,"regular","Costco Anywhere Visa® Card by Citi","7178",,""
"2025-01-22","Remote Online Deposit",-2319.9,"posted","",,true,,"income","Total Checking","5670",,""
"2025-01-22","Direct Debit Chase Credit Cautopay (cash)",59.77,"posted","",,true,,"internal transfer","Cash Management (Joint Tenants in Common)","3880",,""
"2025-01-21","Kindercare",598.5,"posted","Day Care and Preschools","Fixed Costs",false,,"regular","Chase Unlimited","9835",,"Kindercare"
"2025-01-21","Highland Hospital",2.36,"posted","Restaurants","Wants",false,,"regular","Sapphire Reserve","8119",,""
"2025-01-21","Le Moose Crepe Cafe",98.56,"posted","Restaurants","Wants",false,,"regular","Sapphire Reserve","8119",,""
"2025-01-21","Zelle Payment From Muhammad Asim Goheer",-20,"posted","",,true,,"internal transfer","Total Checking","5670",,""
"2025-01-21","Amazon.com*zg95p",44.27,"posted","Shops","Wants",false,,"regular","Prime Visa","0187",,""
"2025-01-21","Direct Debit Pgande Online (cash)",55.68,"posted","Utilities","Needs",false,,"regular","Cash Management (Joint Tenants in Common)","3880",,"PG&E"
"2025-01-21","Automatic Payment - Thank",-59.77,"posted","",,true,,"internal transfer","United GatewaySM Card","9871",,""
"2025-01-20","Happy Hollow Sales",54,"posted","Kids Activities","Wants",false,,"regular","Chase Unlimited","9835",,""
"2025-01-20","Happy Hollow Parking",10,"posted","Kids Activities","Wants",false,,"regular","Sapphire Reserve","8119",,""
"2025-01-20","Happy Hollow Park & Zoo",17.5,"posted","Kids Activities","Wants",false,,"regular","Sapphire Reserve","8119",,""
"2025-01-20","Mylapore - Fremont",56.08,"posted","Restaurants","Wants",false,,"regular","Sapphire Reserve","8119",,""
"2025-01-20","Happy Hollow Food & Bev",51.68,"posted","Kids Activities","Wants",false,,"regular","Sapphire Reserve","8119",,""
"2025-01-20","Amazon.com*z53vk18f1",200,"posted","Shops","Wants",false,,"regular","Prime Visa","0187",,""
"2025-01-19","Namaste India",7.87,"posted","Groceries","Needs",false,,"regular","Chase Unlimited","9835",,""
"2025-01-19","Smart And Final",40.08,"posted","Groceries","Needs",false,,"regular","Chase Unlimited","9835",,""
"2025-01-19","Raja Sweets & Indian Cui",23.26,"posted","Restaurants","Wants",false,,"regular","Sapphire Reserve","8119",,""
"2025-01-19","Amazon Digital",33.21,"posted","Shops","Wants",false,,"regular","Prime Visa","0187",,""
"2025-01-19","Costco",41.76,"posted","Groceries","Needs",false,,"regular","Costco Anywhere Visa® Card by Citi","7178",,""
"2025-01-19","Costco",-42.06,"posted","Groceries","Needs",false,,"regular","Costco Anywhere Visa® Card by Citi","7178",,""
"2025-01-18","Trader Joe's",157.28,"posted","Groceries","Needs",false,,"regular","Chase Unlimited","9835",,""
"2025-01-18","City Of Sm Parkpaybyphon",1.6,"posted","Car","Fixed Costs",false,,"regular","Chase Unlimited","9835",,""
"2025-01-18","City Of Sm Parkpaybyphon",1.23,"posted","Car","Fixed Costs",false,,"regular","Chase Unlimited","9835",,""
"2025-01-18","City Of Sm Parkpaybyphon",1.6,"posted","Car","Fixed Costs",false,,"regular","Chase Unlimited","9835",,""
"2025-01-18","Topgolf",130,"posted","Entertainment","Wants",false,,"regular","Sapphire Reserve","8119",,""
"2025-01-18","Topgolf",452.07,"posted","",,true,,"regular","Sapphire Reserve","8119",,""
"2025-01-18","Kajiken",197.5,"posted","Restaurants","Wants",false,,"regular","Sapphire Reserve","8119",,""
"2025-01-17","Netflix",15.49,"posted","Subscriptions","Needs",false,,"regular","Chase Unlimited","9835",,"Netflix"
"2025-01-17","Med*stanford Health Care",300,"posted","Healthcare","Needs",false,,"regular","Chase Unlimited","9835",,""
"2025-01-17","Kajiken",147.54,"posted","Restaurants","Wants",false,,"regular","Sapphire Reserve","8119",,""
"2025-01-16","Namaste India",11.98,"posted","Groceries","Needs",false,,"regular","Chase Unlimited","9835",,""
"2025-01-16","Academy Of General Denti",679,"posted","Dental Expenses","Fixed Costs",false,,"regular","Chase Unlimited","9835",,""
"2025-01-16","Highland Hospital",6.26,"posted","Restaurants","Wants",false,,"regular","Sapphire Reserve","8119",,""
"2025-01-16","External Deposit: Meta - Direct Dep",-426,"posted","",,true,,"income","Regular Checking","5918",,""
"2025-01-16","Direct Deposit Meta Direct Dep (cash)",-5373.45,"posted","",,true,,"income","Cash Management (Joint Tenants in Common)","3880",,""
"2025-01-16","Direct Debit Venmo Payment (cash)",60,"posted","",,true,,"internal transfer","Cash Management (Joint Tenants in Common)","3880",,""
"2025-01-16","Direct Deposit Alameda Healpr Payment (cash)",-5393.48,"posted","",,true,,"income","Cash Management (Joint Tenants in Common)","3880",,""
"2025-01-16","Platinum Digital Entertainment Credit",-19.99,"posted","Entertainment","Wants",false,,"regular","Platinum Card®","1008",,""
"2025-01-15","Uber",8.43,"posted","Travel & Vacation","Wants",false,"Chicago 25","regular","Sapphire Reserve","8119",,""
"2025-01-15","Uber",8.91,"posted","Travel & Vacation","Wants",false,"Chicago 25","regular","Sapphire Reserve","8119",,""
"2025-01-15","Los Comales Taqueria Inc",52.37,"posted","Restaurants","Wants",false,,"regular","Sapphire Reserve","8119",,""
"2025-01-15","Dd *doordash Familyflo",58.88,"posted","Entertainment","Wants",false,,"regular","Sapphire Reserve","8119",,""
"2025-01-15","The Everest Momo Llc",46.27,"posted","Restaurants","Wants",false,,"regular","Sapphire Reserve","8119",,""
"2025-01-15","Zelle Payment To Sheila Azizi",30,"posted","Personal Care","Needs",false,,"regular","Total Checking","5670",,""
"2025-01-15","Alameda County D Receivable",-975.45,"posted","",,true,,"internal transfer","Total Checking","5670",,""
"2025-01-15","Jan gardening to Juan Luis Banda De Leon",60,"posted","Home Maintenance","Needs",false,,"regular","Anand-Prasad-29",,,""
"2025-01-14","Wheels Of Justice",164.8,"posted","Other","Wants",false,,"regular","Chase Unlimited","9835",,""
"2025-01-14","Kindercare",598.5,"posted","Day Care and Preschools","Fixed Costs",false,,"regular","Chase Unlimited","9835",,"Kindercare"
"2025-01-14","Dd *doordash Champagar",231.45,"posted","Work Expenses",,true,,"regular","Sapphire Reserve","8119",,""
"2025-01-14","In-n-out Union City",23.92,"posted","Restaurants","Wants",false,,"regular","Sapphire Reserve","8119",,""
"2025-01-14","Direct Debit Citi Autopay Payment (cash)",514.75,"posted","",,true,,"internal transfer","Cash Management (Joint Tenants in Common)","3880",,""
"2025-01-14","Autopay Rautopay Auto-pmt",-514.75,"posted","",,true,,"internal transfer","Costco Anywhere Visa® Card by Citi","7178",,""
"2025-01-13","American College Of Denti",375,"posted","Dental Expenses","Fixed Costs",false,,"regular","Chase Unlimited","9835",,""
"2025-01-13","Direct Debit Scholarshare Acontrib (cash)",1000,"posted","529","Investments",true,,"regular","Cash Management (Joint Tenants in Common)","3880",,"Ca Dir Ach Contrib"
"2025-01-13","Direct Debit Chase Credit Cautopay (cash)",1567.44,"posted","",,true,,"internal transfer","Cash Management (Joint Tenants in Common)","3880",,""
"2025-01-12","Google Nest",150,"posted","Utilities","Needs",false,,"regular","Chase Unlimited","9835",,""
"2025-01-12","Kidtopia Zone",531.6,"posted","Kids Activities","Wants",false,,"regular","Chase Unlimited","9835",,""
"2025-01-12","Atm Withdrawal",200,"posted","Kids Activities","Wants",false,,"regular","Total Checking","5670","Balloon arch",""
"2025-01-12","Amazon Mktpl*zd0609gy1",84.01,"posted","Shops","Wants",false,,"regular","Prime Visa","0187",,""
"2025-01-12","Amazon Mktpl*zd3vj6mg1",39.86,"posted","Shops","Wants",false,,"regular","Prime Visa","0187",,""
"2025-01-12","Xfer To  Cvtdtxfr",850.94,"posted","Car","Fixed Costs",false,,"regular","Regular Checking","5918",,"Model X Loan"
"2025-01-12","Costco",73.88,"posted","Groceries","Needs",false,,"regular","Costco Anywhere Visa® Card by Citi","7178",,""
"2025-01-12","January to Ingrid Revolorio",350,"posted","Home Maintenance","Needs",false,,"regular","Anchita-Venkatesh",,,""
"2025-01-12","Disneyplus",19.99,"posted","Subscriptions","Needs",false,,"regular","Platinum Card®","1008",,""
"2025-01-11","Oakland Zoo",45,"posted","Kids Activities","Wants",false,,"regular","Chase Unlimited","9835",,""
"2025-01-11","Safeway",72.16,"posted","Groceries","Needs",false,,"regular","Chase Unlimited","9835",,""
"2025-01-11","Kailash Parbat",81.51,"posted","Restaurants","Wants",false,,"regular","Sapphire Reserve","8119",,""
"2025-01-11","Ssa Oakland Zoo",15.41,"posted","Kids Activities","Wants",false,,"regular","Sapphire Reserve","8119",,""
"2025-01-11","Bright Horizons Reimbursem",-100,"posted","Day Care and Preschools","Fixed Costs",false,,"regular","Total Checking","5670",,""
"2025-01-11","Ritz-carlton",678.58,"posted","Work Expenses",,true,"Chicago 25","regular","Platinum Card®","1008",,""
"2025-01-10","Immigration Igms",303.23,"posted","Travel & Vacation","Wants",false,"New Zealand 25","regular","Sapphire Reserve","8119",,""
"2025-01-10","Japan Airlinessale",5845.56,"posted","Travel & Vacation","Wants",false,,"regular","Sapphire Reserve","8119",,""
"2025-01-10","Chipotle Mexican Grill",918.82,"posted","Kids Activities","Wants",false,,"regular","Sapphire Reserve","8119",,""
"2025-01-10","Hotel At Booking.com",820.23,"posted","Travel & Vacation","Wants",false,"New Zealand 25","regular","Sapphire Reserve","8119",,""
"2025-01-10","Amazon Mktpl*z57x41bt2",58.33,"posted","Shops","Wants",false,,"regular","Prime Visa","0187",,""
"2025-01-10","Direct Debit Amex Epayment Ach (cash)",493.94,"posted","",,true,,"internal transfer","Cash Management (Joint Tenants in Common)","3880",,""
"2025-01-09","Uber",5.96,"posted","Work Expenses",,true,"Chicago 25","regular","Sapphire Reserve","8119",,""
"2025-01-09","Dd *doordash Velvettac",35.59,"posted","Work Expenses",,true,"Chicago 25","regular","Sapphire Reserve","8119",,""
"2025-01-09","Giordano's On Rush",24.15,"posted","Work Expenses",,true,"Chicago 25","regular","Sapphire Reserve","8119",,""
"2025-01-09","Uber",18.94,"posted","Work Expenses",,true,"Chicago 25","regular","Sapphire Reserve","8119",,""
"2025-01-09","United",3.6,"posted","Travel & Vacation","Wants",false,,"regular","United GatewaySM Card","9871",,""
"2025-01-09","Topgolf from Shweta Dani",-64,"posted","Entertainment","Wants",false,,"regular","Anchita-Venkatesh",,,""
"2025-01-09","Autopay Payment - Thank You",-493.94,"posted","",,true,,"internal transfer","Platinum Card®","1008",,""
"2025-01-08","Cda.org",2031,"posted","Dental Expenses","Fixed Costs",false,,"regular","Chase Unlimited","9835",,""
"2025-01-08","Rei #38 San Carlos",250.47,"posted","Shops","Wants",false,,"regular","Chase Unlimited","9835",,""
"2025-01-08","Bun Mee",5.48,"posted","Work Expenses",,true,,"regular","Sapphire Reserve","8119",,""
"2025-01-08","Koi Palace Express",19.51,"posted","Work Expenses",,true,"Chicago 25","regular","Sapphire Reserve","8119",,""
"2025-01-08","Proposition Chicken",4.31,"posted","Work Expenses",,true,"Chicago 25","regular","Sapphire Reserve","8119",,""
"2025-01-08","Direct Debit Chase Credit Cautopay (cash)",885.65,"posted","",,true,,"internal transfer","Cash Management (Joint Tenants in Common)","3880",,""
"2025-01-08","Costco",108.11,"posted","Groceries","Needs",false,,"regular","Costco Anywhere Visa® Card by Citi","7178",,""
"2025-01-08","Abacus - November and December from Anu Venkatesh paid you",-105,"posted","",,true,,"regular","Anchita-Venkatesh",,,""
"2025-01-08","Uber",44.86,"posted","Work Expenses",,true,,"regular","Platinum Card®","1008",,""
"2025-01-07","Lucky #782 Union Ci",2.5,"posted","Groceries","Needs",false,,"regular","Chase Unlimited","9835",,""
"2025-01-07","Kindercare",598.5,"posted","Day Care and Preschools","Fixed Costs",false,,"regular","Chase Unlimited","9835",,"Kindercare"
"2025-01-07","Domino's",144.39,"posted","Kids Activities","Wants",false,,"regular","Sapphire Reserve","8119",,""
"2025-01-07","Automatic Payment - Thank",-885.65,"posted","",,true,,"internal transfer","Prime Visa","0187",,""
"2025-01-07","Amazon Mktpl*zd0yf7ae0",54.02,"posted","Shops","Wants",false,,"regular","Prime Visa","0187",,""
"2025-01-07","Direct Debit Treasury Directreas Drct (cash)",9861.33,"posted","",,true,,"regular","Cash Management (Joint Tenants in Common)","3880",,""
"2025-01-06","Raley's",4.14,"posted","Groceries","Needs",false,,"regular","Chase Unlimited","9835",,""
"2025-01-06","Raley's",20.6,"posted","Groceries","Needs",false,,"regular","Chase Unlimited","9835",,""
"2025-01-06","Whole Foods",11.64,"posted","Groceries","Needs",false,,"regular","Chase Unlimited","9835",,""
"2025-01-06","Fluff Yeah Grooming",85,"posted","Pets","Needs",false,,"regular","Chase Unlimited","9835",,""
"2025-01-06","Cakes & Bakes",11.85,"posted","Restaurants","Wants",false,,"regular","Sapphire Reserve","8119",,""
"2025-01-05","Namaste India",22.81,"posted","Groceries","Needs",false,,"regular","Chase Unlimited","9835",,""
"2025-01-05","United",140.94,"posted","Travel & Vacation","Wants",false,"San Diego 25","regular","Sapphire Reserve","8119",,""
"2025-01-05","United",140.94,"posted","Travel & Vacation","Wants",false,"San Diego 25","regular","Sapphire Reserve","8119",,""
"2025-01-05","United",140.94,"posted","Travel & Vacation","Wants",false,"San Diego 25","regular","Sapphire Reserve","8119",,""
"2025-01-05","United",140.94,"posted","Travel & Vacation","Wants",false,"San Diego 25","regular","Sapphire Reserve","8119",,""
"2025-01-05","Amazon Mktpl*zd9n54ca0",12.95,"posted","Shops","Wants",false,,"regular","Prime Visa","0187",,""
"2025-01-05","Costco",106.41,"posted","Groceries","Needs",false,,"regular","Costco Anywhere Visa® Card by Citi","7178",,""
"2025-01-05","Costco",88.59,"posted","Groceries","Needs",false,,"regular","Costco Anywhere Visa® Card by Citi","7178",,""
"2025-01-05","Costco",-88.59,"posted","Groceries","Needs",false,,"regular","Costco Anywhere Visa® Card by Citi","7178",,""
"2025-01-05","Tip-Kim to Trang Vo",20,"posted","Personal Care","Needs",false,,"regular","Anchita-Venkatesh",,,""
"2025-01-05","💅 to Trang Vo",100,"posted","Personal Care","Needs",false,,"regular","Anchita-Venkatesh",,,""
"2025-01-04","New India Bazar",60.16,"posted","Groceries","Needs",false,,"regular","Chase Unlimited","9835",,""
"2025-01-04","Peet's Coffee & Tea",16.95,"posted","Restaurants","Wants",false,,"regular","Sapphire Reserve","8119",,""
"2025-01-04","Zelle Payment To Badoota Jpm99au6b8vz",66,"posted","Restaurants","Wants",false,,"regular","Total Checking","5670",,""
"2025-01-04","Zelle Payment To Lovebox8 Llc",193,"posted","Kids Activities","Wants",false,,"regular","Total Checking","5670",,""
"2025-01-04","Amazon Mktpl*zd5mq",55.52,"posted","Shops","Wants",false,,"regular","Prime Visa","0187",,""
"2025-01-04","Amazon Mktpl*zp40a2ek1",7.99,"posted","Shops","Wants",false,,"regular","Prime Visa","0187",,""
"2025-01-03","Med*stanford Health Care",215,"posted","Healthcare","Needs",false,,"regular","Chase Unlimited","9835",,""
"2025-01-03","Med*stanford Health Care",15,"posted","Healthcare","Needs",false,,"regular","Chase Unlimited","9835",,""
"2025-01-03","Legoland Vacations",413.96,"posted","Travel & Vacation","Wants",false,"San Diego 25","regular","Sapphire Reserve","8119",,""
"2025-01-03","In-n-out Union City",13.68,"posted","Restaurants","Wants",false,,"regular","Sapphire Reserve","8119",,""
"2025-01-03","Robinhood",7000,"posted","",,true,,"internal transfer","Total Checking","5670",,""
"2025-01-03","Robinhood",7000,"posted","",,true,,"internal transfer","Total Checking","5670",,""
"2025-01-03","Amazon Mktpl*zp5jy64b1",18.82,"posted","Shops","Wants",false,,"regular","Prime Visa","0187",,""
"2025-01-03","Direct Debit Solar Integrat(cash)",50.43,"posted","Utilities","Needs",false,,"regular","Cash Management (Joint Tenants in Common)","3880",,""
"2025-01-03","Direct Debit Scholarshare Acontrib (cash)",1000,"posted","529","Investments",true,,"regular","Cash Management (Joint Tenants in Common)","3880",,""
"2025-01-03","Costco Gas",54.91,"posted","Car","Fixed Costs",false,,"regular","Costco Anywhere Visa® Card by Citi","7178",,""
"2025-01-03","Tesla Insurance Servfremont",310.16,"posted","Car","Fixed Costs",false,,"regular","Platinum Card®","1008",,"Tesla Insurance Services"
